Date,PLN,EUR,CZK,DKK,NOK,RUB,CHF,SEK,HUF,GBP
2009-2,3.2131684210526315,1.31662,20.712449999999997,5.662417499999999,6.964965000000001,33.03876875000001,1.13237,8.15097222222222,213.66800000000003,1.4409049999999997
2009-3,3.654815789473684,1.2772684210526315,22.29057894736842,5.833797736842104,6.874294444444445,35.79623333333333,1.1668210526315788,8.57171052631579,233.83263157894734,1.4412421052631579
2009-4,3.5271095238095236,1.310147619047619,20.731142857142853,5.691490476190477,6.742123809523809,34.38622631578948,1.1530666666666665,8.50297619047619,232.61047619047622,1.4210142857142858
2009-5,3.3454470588235297,1.3175999999999999,20.29373684210526,5.653666666666668,6.666894117647059,33.52342500000001,1.1493,8.264264705882354,223.12157894736845,1.4725894736842102
2009-6,3.2228649999999996,1.37003,19.502157894736843,5.451499999999999,6.4378277777777795,31.826263157894733,1.1065833333333335,7.733421052631579,206.05315789473687,1.5489105263157894
2009-7,3.219704999999999,1.4000000000000001,18.917238095238094,5.321935000000001,6.396657142857143,31.095634999999998,1.0827666666666669,7.78575,199.922380952381,1.6355857142857142
2009-8,3.041068181818181,1.4098863636363632,18.274047619047614,5.281481818181818,6.339345454545455,31.533140909090914,1.0783636363636364,7.682613636363637,193.09409090909085,1.636777272727273
2009-9,2.8980631578947373,1.426275,17.97,5.21931,6.068354999999999,31.740640000000003,1.0685450000000003,7.165394736842105,189.60722222222228,1.649852631578947
2009-10,2.856590476190476,1.458861904761905,17.35390476190476,5.10232380952381,5.87743,30.634804761904757,1.0385666666666666,6.987619047619048,186.2104761904762,1.6333142857142857
2009-11,2.8380714285714284,1.4840761904761903,17.4537,5.015957142857143,5.6273800000000005,29.365300000000005,1.0198380952380952,6.952,181.23000000000002,1.62167619047619
2009-12,2.7822449999999996,1.49424,17.245894736842104,4.97896842105263,5.6297049999999995,28.893894736842107,1.0103000000000002,6.912124999999999,180.9225,1.661305
2010-1,2.850131578947368,1.4558285714285717,17.922999999999995,5.107442105263158,5.765026315789473,30.13594736842105,1.0308999999999997,7.150125000000001,187.44700000000003,1.621715
2010-2,2.850310526315789,1.4238105263157894,18.34531578947368,5.228278947368421,5.745184210526316,29.852137499999998,1.0361157894736843,7.156666666666666,189.0747368421053,1.6162473684210525
2010-3,2.9356842105263157,1.365205263157895,19.020947368421055,5.452936842105263,5.92285,30.14174444444444,1.0743235294117648,7.260657894736843,198.67647058823528,1.5550263157894737
2010-4,2.8631857142857142,1.3566863636363637,18.798363636363636,5.483690476190476,5.911589473684211,29.513066666666667,1.0651818181818182,7.1656818181818185,195.4738095238095,1.50675
2010-5,2.889773684210526,1.33942,18.90405,5.558314999999999,5.915704999999999,29.16927,1.0709,7.209625,198.057,1.5335210526315783
2010-6,3.2554,1.249436842105263,20.56121052631579,5.956843750000001,6.324706249999999,30.604544444444443,1.1338823529411766,7.749027777777777,221.6788888888889,1.4601105263157896
2010-7,3.36064,1.2216285714285715,21.11066666666667,6.092038095238095,6.476080952380952,31.21433,1.1221,7.8341249999999985,230.7352380952381,1.4782380952380954
2010-8,3.1746789473684216,1.2819894736842103,19.67877777777778,5.81435789473684,6.249652631578947,30.562447368421047,1.0521578947368422,7.402105263157895,221.02421052631576,1.532521052631579
2010-9,3.0979249999999996,1.2865619047619046,19.290285714285716,5.791419047619049,6.172571428571429,30.452634999999997,1.0390761904761905,7.32202380952381,218.3566666666667,1.5625350000000005
2010-10,3.01263,1.31354,18.786421052631578,5.673914999999999,6.035005,30.797650000000004,0.9995555555555556,7.020625,214.03947368421052,1.5604249999999997
2010-11,2.841366666666667,1.3916473684210526,17.621500000000005,5.358626315789472,5.834466666666668,30.343500000000002,0.96715,6.6722368421052645,197.2244444444444,1.5870263157894737
2010-12,2.88133125,1.3676,18.01329411764706,5.451882352941176,5.955272222222224,30.982372222222224,0.9825117647058823,6.82,201.2433333333333,1.600022222222222
2011-1,3.017526315789474,1.3234000000000001,19.030100000000004,5.6318399999999995,5.961365,30.79081111111111,0.96587,6.839875000000001,209.408,1.5624000000000002
2011-2,2.9043058823529413,1.3380421052631577,18.2301052631579,5.571868421052631,5.851678947368421,29.955125000000006,0.9571421052631579,6.6561111111111115,205.58473684210526,1.5800789473684211
2011-3,2.8806166666666666,1.3643222222222222,17.801611111111114,5.465055555555555,5.725516666666667,29.219300000000004,0.9511388888888889,6.441527777777777,198.79111111111115,1.6129111111111112
2011-4,2.8637090909090905,1.4022181818181818,17.404545454545453,5.318822727272726,5.591050000000001,28.407727272727268,0.9185227272727272,6.352045454545455,192.55249999999998,1.6150272727272728
2011-5,2.7332315789473682,1.4491666666666665,16.75211111111111,5.148982352941177,5.385606666666667,28.038747368421042,0.8945277777777778,6.19375,182.85157894736844,1.6374187500000001
2011-6,2.750725,1.4309450000000001,17.0578,5.210747368421053,5.470870588235293,27.962989473684207,0.8759315789473683,6.2488888888888905,186.49499999999998,1.6317000000000004
2011-7,2.7554100000000004,1.4388809523809523,16.865,5.185305263157895,5.4463,27.973285000000004,0.8405449999999999,6.34741052631579,185.19400000000002,1.618819047619048
2011-8,2.8061210526315787,1.4237684210526313,17.09755555555556,5.236731578947368,5.465452631578947,27.905152631578954,0.8209500000000001,6.4178444444444445,188.09947368421047,1.6146789473684209
2011-9,2.875828571428572,1.434518181818182,16.919636363636364,5.193486363636364,5.433622727272728,28.85935909090909,0.7817727272727274,6.391650000000001,189.915,1.636595238095238
2011-10,3.1895750000000005,1.3680050000000001,17.99447368421053,5.44377,5.657369999999999,31.05270999999999,0.8880365000000001,6.686044999999998,209.411,1.5729099999999998
2011-11,3.160844444444445,1.3755736842105262,18.103444444444445,5.413163157894737,5.626026315789474,31.08064736842105,0.8941684210526316,6.620568421052632,215.74823529411765,1.5802421052631581
2011-12,3.267838888888889,1.3562105263157895,18.752166666666668,5.487352631578948,5.740868421052632,30.836877777777772,0.9086526315789473,6.74351052631579,228.02578947368428,1.581947368421053
2012-1,3.4043949999999996,1.3138550000000002,19.45336842105263,5.659269999999999,5.893585,31.5795,0.9336,6.8527000000000005,232.00650000000002,1.5596052631578947
2012-2,3.361211111111111,1.29218947368421,19.730157894736838,5.754894736842106,5.933315789473684,31.15035294117647,0.9364052631578949,6.836522222222222,236.05473684210526,1.5526210526315791
2012-3,3.1534789473684217,1.3235947368421055,18.911684210526314,5.617226315789473,5.696189473684212,29.742463157894736,0.9115526315789474,6.6560894736842116,219.09578947368425,1.5806368421052635
2012-4,3.134515,1.3200571428571433,18.687952380952375,5.633152380952382,5.714157142857142,29.342005263157898,0.9136190476190474,6.7332809523809525,221.38315789473688,1.5817428571428571
2012-5,3.181405555555556,1.3143470588235295,18.882388888888887,5.655035294117647,5.75741875,29.516866666666665,0.914205882352941,6.745094117647059,224.78999999999996,1.601721052631579
2012-6,3.3841449999999993,1.2761,19.9071,5.833155555555554,5.930159999999999,31.124526315789467,0.941155,7.061184210526317,230.85047619047623,1.586325
2012-7,3.4155842105263154,1.2544300000000004,20.42635,5.922642105263158,6.006645,32.76072222222222,0.9568450000000001,7.048288888888889,232.81299999999996,1.558226315789474
2012-8,3.412365,1.22458,20.782222222222217,6.075044999999999,6.079675,32.51123499999999,0.9806263157894738,6.952078947368422,233.654,1.5583
2012-9,3.2969714285714296,1.2415181818181817,20.127636363636366,5.998027272727271,5.893245454545454,31.944472727272725,0.9671272727272726,6.679686363636364,224.47571428571433,1.573168181818182
2012-10,3.1942333333333326,1.2903666666666669,19.176777777777772,5.777494444444445,5.742422222222222,31.304461111111113,0.9376388888888889,6.59761111111111,220.05166666666665,1.614588888888889
2012-11,3.163711111111111,1.2981714285714283,19.197315789473684,5.743126315789475,5.7022315789473685,31.0976947368421,0.9316684210526317,6.647026315789472,216.9525,1.6081142857142858
2012-12,3.2237105263157897,1.2823157894736843,19.78705263157895,5.817031578947368,5.722363157894735,31.367444444444445,0.9391736842105264,6.712594736842105,220.34263157894733,1.5953947368421055
2013-1,3.1210500000000008,1.3123062499999998,19.217937500000005,5.68531875,5.596946666666667,30.716529411764707,0.9223133333333334,6.602125000000001,217.76466666666664,1.6160937499999999
2013-2,3.114195,1.33147,19.2244,5.60484,5.5500799999999995,30.218405000000008,0.9237350000000001,6.482220000000001,220.63150000000005,1.5932849999999998
2013-3,3.129344444444444,1.3312944444444446,19.13661111111111,5.604088888888889,5.579944444444445,30.241572222222228,0.9229222222222222,6.3792,219.96888888888887,1.5423388888888887
2013-4,3.21095,1.2959166666666666,19.824111111111108,5.7509,5.77704375,30.848384210526312,0.9470666666666668,6.438529411764707,234.91352941176473,1.5078111111111108
2013-5,3.17561,1.3035299999999999,19.82065,5.7146349999999995,5.790744999999999,31.358535000000007,0.9361799999999999,6.488905,229.23300000000003,1.532314285714286
2013-6,3.226305263157894,1.2975380952380953,19.966500000000003,5.7460111111111125,5.828211111111111,31.358624999999996,0.9578210526315787,6.623904999999999,225.4735,1.527890476190476
2013-7,3.2476473684210525,1.3195368421052631,19.53094736842106,5.649577777777778,5.883973684210527,32.40592222222222,0.9329052631578948,6.582564705882352,224.15210526315786,1.5486315789473686
2013-8,3.2555199999999997,1.31079,19.793699999999994,5.689965,6.0070500000000004,32.705960000000005,0.9440421052631578,6.60445,225.2335,1.5188550000000005
2013-9,3.1773,1.331152380952381,19.382238095238094,5.603009523809524,5.972342857142858,33.039833333333334,0.9267200000000001,6.534857142857143,224.88684210526318,1.55274
2013-10,3.1613736842105262,1.3384736842105263,19.269,5.572457894736841,5.959168421052631,32.459300000000006,0.9216578947368422,6.474726315789474,223.7361111111111,1.5918368421052629
2013-11,3.06673,1.3641714285714284,18.832,5.46824761904762,5.949409523809525,32.056866666666664,0.9031,6.414838095238095,215.9763157894737,1.607871428571429
2013-12,3.105523529411765,1.3481833333333333,20.04338888888889,5.532544444444444,6.097438888888889,32.730044444444445,0.9135444444444446,6.589644444444444,220.9211111111111,1.6108333333333336
2014-1,3.045488235294118,1.37125,20.0804375,5.4408125,6.14026875,32.86277058823529,0.8927222222222224,6.537631249999999,219.0926666666667,1.6379777777777778
2014-2,3.075144444444444,1.360325,20.196315789473687,5.483657894736842,6.172552631578948,34.0394375,0.9038157894736841,6.485055555555557,222.72842105263157,1.6464950000000003
2014-3,3.050758823529412,1.3678999999999997,20.065764705882348,5.457547058823529,6.104993749999999,35.30017647058824,0.8933,6.495688235294117,226.75647058823532,1.6574388888888894
2014-4,3.0378052631578942,1.3826350000000003,19.823,5.402166666666667,5.996784210526317,36.05923333333334,0.8812000000000001,6.413957894736841,225.19947368421052,1.6616549999999997
2014-5,3.03008947368421,1.3814722222222222,19.86978947368421,5.403627777777778,5.974435294117648,35.7264,0.8820149999999998,6.549672222222224,222.46999999999997,1.6757052631578948
2014-6,3.042335,1.3724450000000004,20.014,5.432917647058823,5.936589473684211,34.82957894736842,0.8892850000000001,6.572036842105264,221.64199999999997,1.68367
2014-7,3.0423999999999998,1.35936,20.19145,5.485977777777777,6.059889473684211,34.34790555555555,0.89552,6.683994444444447,225.45789473684215,1.69318
2014-8,3.065633333333334,1.3517333333333335,20.321238095238094,5.516414285714285,6.203395238095238,34.81625238095238,0.8982949999999997,6.830066666666666,229.13904761904763,1.7053428571428566
2014-9,3.1540631578947367,1.3296799999999998,20.93045,5.606620000000001,6.187589999999999,36.234094999999996,0.9107750000000001,6.906149999999999,236.03736842105263,1.6681750000000002
2014-10,3.25579,1.28517,21.457299999999996,5.79297,6.3684850000000015,38.151030000000006,0.9393150000000002,7.145063157894737,243.26850000000005,1.6271400000000003
2014-11,3.320909523809524,1.2669190476190477,21.792700000000004,5.87664761904762,6.583814285714285,41.07080000000001,0.9534142857142855,7.247971428571429,242.71052631578948,1.6052809523809521
2014-12,3.3785250000000002,1.2467235294117647,22.179937499999998,5.9688058823529415,6.8020000000000005,46.528905882352944,0.9646941176470588,7.415135294117648,246.02588235294115,1.5755764705882354
2015-1,3.4331199999999997,1.2299000000000002,22.465947368421052,6.043561111111111,7.322263157894736,56.6296,0.977735,7.648247368421054,252.97842105263157,1.5621500000000004
2015-2,3.693883333333333,1.1548944444444442,24.184666666666665,6.445372222222223,7.703911111111111,66.06017333333334,0.9330444444444446,8.142988888888889,273.22666666666663,1.5121166666666668
2015-3,3.6793294117647064,1.1340333333333332,24.32994117647059,6.574264705882352,7.5996000000000015,64.07093125,0.9384117647058824,8.353229411764705,269.9841176470588,1.5362388888888887
2015-4,3.8204285714285713,1.0799476190476194,25.353476190476197,6.909404761904762,8.011271428571426,59.933785,0.981785,8.55023,280.89619047619044,1.4930238095238093
2015-5,3.7291105263157895,1.0777833333333335,25.43884210526316,6.927788888888889,7.877944444444444,52.44781499999999,0.9616299999999999,8.655294444444444,278.1266666666667,1.4981421052631578
2015-6,3.6623157894736837,1.1147631578947372,24.594222222222225,6.709817647058822,7.5687444444444445,50.59513333333334,0.9307263157894737,8.350223529411764,274.9542105263158,1.5471421052631578
2015-7,3.7084649999999995,1.1229428571428572,24.305857142857143,6.64358,7.801690476190479,54.701755000000006,0.931657142857143,8.248535,278.1142857142857,1.559161904761905
2015-8,3.774890476190477,1.0980571428571426,24.654550000000008,6.79577619047619,8.15892857142857,57.87469523809525,0.9555238095238093,8.547557142857142,282.92999999999995,1.5552523809523813
2015-9,3.7650650000000008,1.11616,24.226450000000007,6.6878150000000005,8.250135,66.01079000000001,0.967735,8.533445,279.6511111111111,1.559205263157895
2015-10,3.75404,1.1219100000000002,24.146052631578947,6.650290000000001,8.303295,66.63834999999999,0.9732100000000001,8.355665000000002,278.5685,1.534995
2015-11,3.7863150000000005,1.1225900000000002,24.12678947368421,6.646559999999999,8.271939999999997,63.02914499999999,0.9690449999999998,8.331904999999999,277.0531578947368,1.53612
2015-12,3.9656411764705877,1.071422222222222,25.227941176470583,6.963577777777776,8.636005555555554,65.23425882352942,1.0105277777777777,8.687344444444445,291.30722222222226,1.5180666666666665
2016-1,3.937123809523809,1.0904,24.789550000000002,6.843857894736842,8.713724999999998,70.43174761904761,0.9930000000000002,8.476885,288.53900000000004,1.4972400000000001
2016-2,4.065282352941176,1.0863388888888887,24.87933333333333,6.869000000000001,8.81111111111111,78.11196666666666,1.0081222222222221,8.543676470588236,289.45666666666665,1.4360555555555556
2016-3,3.9577105263157897,1.1096894736842102,24.37168421052632,6.725826315789473,8.616357894736842,77.06452777777778,0.9915315789473681,8.453573684210525,279.29315789473685,1.427284210526316
2016-4,3.851515,1.113985,24.284300000000005,6.695463157894737,8.4632,69.510115,0.9805,8.333515,279.53684210526313,1.42538
2016-5,3.808175,1.1340199999999998,23.834200000000003,6.560463157894736,8.206675,66.42299,0.964405,8.114705,274.5475,1.4317684210526316
2016-6,3.9015052631578953,1.1290850000000003,23.934800000000003,6.599376470588235,8.259599999999999,65.87500526315792,0.98024,8.24467894736842,278.85052631578947,1.4513099999999999
2016-7,3.915757142857143,1.1228999999999998,24.08495,6.623704761904761,8.307199999999998,64.92178499999999,0.9685285714285714,8.307057894736841,279.51523809523803,1.414957142857143
2016-8,3.971273684210527,1.1062315789473685,24.43805882352941,6.724710526315789,8.484342105263158,64.51909444444443,0.9823105263157897,8.579977777777778,283.88421052631577,1.3144631578947368
2016-9,3.8382047619047626,1.1211772727272729,24.104090909090907,6.637118181818182,8.286986363636363,64.83076363636364,0.9715181818181822,8.468945454545455,276.7895454545455,1.311327272727273
2016-10,3.8464300000000002,1.122035,24.082736842105263,6.63835,8.174095,64.25296500000002,0.9728600000000001,8.53343,275.0545,1.311665
2016-11,3.917972222222223,1.100078947368421,24.552666666666667,6.763389473684211,8.187347368421053,62.68253333333333,0.9884157894736845,8.837563157894737,278.8382352941177,1.2287473684210524
2016-12,4.075294444444444,1.0786526315789473,25.06172222222222,6.900399999999999,8.418600000000001,64.46808888888889,0.9964421052631576,9.120600000000001,286.2694736842105,1.2459315789473684
2017-1,4.204155,1.0525849999999999,25.70055,7.06527,8.579555,61.79576842105262,1.020805,9.207379999999999,295.9515789473685,1.2476789473684213
2017-2,4.089888235294118,1.0655222222222223,25.360555555555564,6.978866666666666,8.434822222222222,59.699768750000004,1.0049222222222223,8.90793529411765,290.0627777777777,1.236825
2017-3,4.056333333333333,1.0620666666666665,25.43141176470588,7.000283333333332,8.341966666666664,58.22320625,1.0037277777777778,8.926350000000001,290.3966666666667,1.2456555555555555
2017-4,4.004333333333333,1.0698272727272724,25.25323809523809,6.949138095238096,8.515404761904765,57.72725499999999,1.0011095238095238,8.903823809523809,289.4050000000001,1.2345
2017-5,3.953411764705882,1.0731000000000002,24.9746875,6.9274000000000004,8.577953333333333,56.47179999999999,1.000242105263158,8.9438375,290.51437500000003,1.2663968749999996
2017-6,3.797005000000001,1.1065761904761906,23.982,6.72738888888889,8.51382105263158,56.92704210526316,0.9855380952380953,8.781869999999998,280.1695238095238,1.292661904761905
2017-7,3.7490421052631566,1.1237190476190475,23.3751,6.623247368421053,8.460557894736842,58.20999499999999,0.968525,8.685511111111111,274.5405263157895,1.2804261904761904
2017-8,3.669552631578947,1.155236842105263,22.551555555555556,6.438231578947368,8.121463157894736,59.80478947368421,0.9610789473684209,8.295205263157897,265.3394736842106,1.3008315789473681
2017-9,3.6097761904761905,1.1810636363636364,22.097136363636363,6.297922727272728,7.887577272727273,59.41832727272727,0.9648772727272728,8.077854545454546,257.64181818181817,1.2937295454545454
2017-10,3.5906894736842108,1.1907105263157896,21.880944444444445,6.249263157894736,7.8430526315789475,57.682289473684214,0.9635210526315791,8.013742105263157,259.3510526315789,1.3367263157894738
2017-11,3.6210263157894733,1.1749899999999998,21.898849999999996,6.33471,8.003325,57.693335000000005,0.9838350000000002,8.185095,263.3933333333333,1.3201125
2017-12,3.6004473684210527,1.1744157894736842,21.75883333333333,6.337321052631578,8.20131052631579,59.06681666666667,0.9915052631578946,8.39275789473684,265.64473684210526,1.3222052631578947
2018-1,3.5475666666666665,1.1844611111111112,21.656222222222226,6.284583333333334,8.303072222222223,58.57417777777778,0.9869666666666667,8.387283333333334,264.34055555555557,1.3401578947368422
2018-2,3.407145,1.222415,20.810700000000004,6.091824999999999,7.8799850000000005,56.474000000000004,0.958625,8.034175000000001,253.14149999999995,1.3859350000000004
2018-3,3.3808000000000002,1.232033333333333,20.564444444444444,6.043938888888889,7.859433333333334,56.900299999999994,0.9360944444444443,8.06688888888889,252.98555555555555,1.3929305555555553
2018-4,3.4101,1.2346157894736842,20.594055555555556,6.031082352941176,7.75454117647059,57.147561111111116,0.9478526315789475,8.231588888888888,252.87625,1.3994575
2018-5,3.4166388888888894,1.2274631578947366,20.67661111111111,6.064452941176471,7.839344444444444,61.12343157894737,0.9698916666666665,8.4542,253.91444444444446,1.405855
2018-6,3.687782,0.856183,22.091957,6.380266000000001,8.117753,62.769243,0.990032,8.806747999999999,276.438783,0.7521770000000001
2018-7,3.6995769999999997,0.855282,22.111539,6.375707,8.131862,62.856465,0.994597,8.82675,277.48188700000003,0.759306
2018-8,3.714976,0.8666860000000001,22.271313,6.463564,8.344614,66.44449,0.9890450000000001,9.073568,279.92579,0.777285
2018-9,3.691822,0.8579680000000001,22.003657999999998,6.402081,8.257848,67.63877,0.96859,8.96082,278.825967,0.7667619999999999
2018-10,3.746686,0.870075,22.476295,6.493327,8.256911,65.872226,0.994093,9.042485000000001,281.908823,0.7680640000000001
2018-11,3.784039,0.879906,22.821776999999997,6.565245,8.475105000000001,66.54310699999999,1.000898,9.060306,283.580033,0.775185
2018-12,3.7705910000000005,0.8790020000000001,22.713516000000002,6.562453,8.636351,67.618687,0.991967,9.035057,283.593194,0.788754
2019-1,3.757086,0.8756309999999999,22.452755,6.538972,8.552861,66.735484,0.9894430000000001,8.9929,279.936065,0.7754770000000001
2019-2,3.8042599999999998,0.880959,22.664215,6.575027,8.58432,65.79642,1.001144,9.244168,280.205741,0.768832
2019-3,3.8061730000000003,0.885152,22.744484,6.6080369999999995,8.605186999999999,65.286129,1.00015,9.296906,280.059968,0.759735
2019-4,3.815035,0.8901319999999999,22.858979,6.646263,8.565112,64.558909,1.0089219999999999,9.335283,286.01865499999997,0.767821
2019-5,3.83541,0.892861,22.977631,6.6682559999999995,8.740664,64.98078100000001,1.013102,9.603287,289.718524,0.772311
